id	desc
a10913	MULTIVITAMIN-NORMAL SALINE
a10914	LYSINE; MAGNESIUM; SELENIUM; ZINC
a10915	CALCIUM ACETATE; CHOLECALCIFEROL; COPPER GLUCONATE; MAGNESIUM; ZINC
a10919	PYRIDOXINE-ZINC
a10921	MULTIVITAMIN-ZINC
a10922	BLACK COHOSH; BORIC ACID TOPICAL; ISOFLAVONES; KAVA; MULTIVITAMIN
a10928	BENZONATATE-PARABENS
a10929	DOCUSATE; PARABENS; SORBITOL
a10934	GYMNEMA SYLVESTRE; LIPOIC ACID; MAGNESIUM CITRATE; PYRIDOXINE; VANADIUM
a10936	BURDOCK ROOT; INDIAN RHUBARB ROOT; SHEEP SORREL; SLIPPERY ELM
a10937	ADRENALINE; LIDOCAINE; TETRACAINE TOPICAL
a10938	ADRENALINE; COCAINE TOPICAL; TETRACAINE TOPICAL
a10941	CITRIC ACID; COLLAGEN PROTEIN; POTASSIUM SORBATE; TRYPTOPHAN; WATER
a10943	HYDROGEN PEROXIDE TOPICAL-WATER
a10944	CADEXOMER IODINE-POLYETHYLENE GLYCOL 3350
a10945	GLYCERYL COCOATE; GLYCERYL TALLOWATE; SODIUM CHLORIDE
a10946	BIFIDOBACTERIUM INFANTIS; GLOBULIN PROTEIN; LACTOBACILLUS ACIDOPHILUS
a10947	BIFIDOBACTERIUM BIFIDUM; LACTOBACILLUS ACIDOPHILUS; LACTOBACILLUS BULGARICUS; LACTOBACILLUS CASEI; LACTOBACILLUS RHAMNOSUS
a10950	CHORIOGONADOTROPIN ALFA; MANNITOL; ORTHOPHOSPHORIC ACID
a10953	CYANOCOBALAMIN; LIVER DESSICATED; MULTIVITAMIN
a10956	CHLORPHENIRAMINE-HYDROCODONE POLISTIREX
a10958	BELLAFOLINE; ERGOTAMINE; PHENOBARBITAL
a10960	ALUMINUM CHLORHYDRATE; MENTHOL TOPICAL; UNDECYLENIC ACID TOPICAL
a10961	BUROW'S SOLUTION; CAMPHOR TOPICAL; MENTHOL TOPICAL; PHENOL TOPICAL
a10962	BENZOCAINE TOPICAL; BUTYL AMINOBENZOATE; TETRACAINE TOPICAL
a10963	ALOE VERA TOPICAL; MENTHOL TOPICAL; SALICYLIC ACID TOPICAL; TEA TREE OIL; VITAMIN E TOPICAL
a10968	MINERAL OIL; MINERAL WAX; PETROLATUM TOPICAL; WOOLWAX ALCOHOL
a10971	ACETIC ACID TOPICAL; PROPYLENE GLYCOL DIACETATE; SODIUM ACETATE
a10972	ACETIC ACID TOPICAL; HYDROCORTISONE OTIC; PROPYLENE GLYCOL DIACETATE; SODIUM ACETATE
a10973	ALUMINUM HYDROXIDE; DONNATAL; LIDOCAINE; MAGNESIUM HYDROXIDE; SIMETHICONE
a10975	DIBASIC SODIUM PHOSPHATE-SODIUM PHOSPHATE
a10978	DIPHTHERIA TOXOID; FILAMENTOUS HEMAGGLUTININ; PERTACTIN; PERTUSSIS, ACELLULAR; TETANUS TOXOID
a10980	BEESWAX; LANOLIN TOPICAL; PETROLATUM TOPICAL
a10982	ZINC CITRATE-ZINC GLUCONATE
a10984	CHLORAMINE-T-SODIUM P-TOLUENESULFONCHLORA
a10986	MULTIVITAMIN-WHEY
a10988	L-METHYLFOLATE; METHYLCOBALAMIN; PYRIDOXINE
a10990	ASCORBIC ACID; CALCIUM CHLORIDE; CALCIUM PHOSPHATE, TRIBASIC; MG GLYCEROPHOSPHATE; PYRIDOXINE
a10991	CHICORY ROOT EXTRACT-LACTOBACILLUS GG
a10993	ASCORBIC ACID; MAGNESIUM; MANGANESE SULFATE
a10995	CALCIUM ACETATE-MAGNESIUM
a10997	DAIDZEIN; GENISTEIN; INDOL-3 CARBINOL
a11000	LANOLIN ALCOHOL; MINERAL OIL; PETROLATUM TOPICAL; SODIUM CHLORIDE
a11002	BETAINE; DICALCIUM PHOSPHATE; MANGANESE SULFATE
a11003	ALLANTOIN TOPICAL; CALCIUM LACTATE; CHOLINE BITARTRATE; PORCINE STOMACH
a11004	ALOE VERA TOPICAL; BLACK WALNUT; CASCARA SAGRADA; RHUBARB; SENNA
a11006	FLAVOCOXID-MALTODEXTRIN
a11007	ASCORBIC ACIDMALTODEXTRIN
a11008	CYANOCOBALAMIN; DESICCATED STOMACH SUBSTANCE; IRON
a11009	FOLIC ACID; IRON; NIACINAMIDE; PANTOTHENATE; PYRIDOXINE
a11010	ASCORBIC ACID; CYANOCOBALAMIN; FOLIC ACID; IRON
a11012	IRON; NIACIN; RIBOFLAVIN; THIAMINE
a11015	ILEX-MENTHOL TOPICAL
a11019	APOMORPHINE-SODIUM METABISULFITE
a11020	ASCORBIC ACID; CALCIUM SULFATE; CHOLECALCIFEROL; VITAMIN A; VITAMIN E
a11021	CALCIUM AMINO ACID CHELATE; CALCIUM CITRATE; MICROCRYSTALLINE HYDROXYAPATITE
a11022	AMYLASE; CELLULASE; GLUCOAMYLASE; LIPASE; PROTEASE
a11027	ACETAMINOPHEN-MISCELLANEOUS ANALGESICS
a11030	CONTRACEPTIVES-NORETHINDRONE
a11031	MISCELLANEOUS UNCATEGORIZED AGENTS-PHENTOLAMINE
a11033	ANTISEPTIC AND GERMICIDES-ETHANOL
a11034	MISCELLANEOUS TOPICAL AGENTS-PETROLATUM TOPICAL
a11038	MISCELLANEOUS OPHTHALMIC AGENTS; NEOMYCIN OPHTHALMIC; POLYMYXIN B SULFATE
a11039	HYDROXYPROPYL METHYLCELLULOSE OPHTHALMIC-MISCELLANEO US OPHTHALMIC AGENTS
a11040	ARGININE-CEFTAZIDIME
a11041	CIPROFLOXACIN-DEXAMETHASONE
a11042	CIPROFLOXACIN-HYDROCORTISONE
a11043	BORIC ACID TOPICAL; CIPROFLOXACIN; CLOTRIMAZOLE; DEXAMETHASONE OTIC
a11047	ACETAMINOPHEN; CAFFEINE; CODEINE; SALICYLAMIDE
a11050	ACETAMINOPHEN; CODEINE; PHENYLTOLOXAMINE
a11061	AMMONIUM CHLORIDE; BROMODIPHENHYDRAMINE; CODEINE; DIPHENHYDRAMINE; POTASSIUM GUAIACOLSULFONATE
a11065	BROMPHENIRAMINE; CODEINE; GUAIFENESIN; PHENYLEPHRINE; PHENYLPROPANOLAMINE
a11071	CODEINE-PYRILAMINE
a11074	CODEINE; ETHANOL; GUAIFENESIN
a11076	BUTALBITAL-CODEINE
a11080	HYDROXYZINEMEPERIDINE
a11082	ABACAVIR; AMPRENAVIR; LAMIVUDINE; ZIDOVUDINE
a11086	CYCLOPHOSPHAMIDE; DOXORUBICIN; FLUOROURACIL
a11087	CYCLOPHOSPHAMIDE; DOXORUBICIN; MITOMYCIN
a11088	CYCLOPHOSPHAMIDE; DOXORUBICIN; PREDNISONE; VINCRISTINE
a11090	AMPHOTERICIN B-TETRACYCLINE
a11092	ERYTHROMYCINNEOMYCIN
a11102	ACETAMINOPHEN; CAFFEINE; CHLORPHENIRAMINE; PHENYLEPHRINE; SALICYLAMIDE
a11104	ACETAMINOPHEN; CHLORPHENIRAMINE; PHENYLPROPANOLAMINE; SALICYLAMIDE
a11114	ACETAMINOPHEN-PHENYLPROPANOLAMINE
a11122	ACETAMINOPHENCHLORZOXAZONE
a11125	ATROPINE; HYOSCYAMINE; LIDOCAINE; PHENOBARBITAL; SCOPOLAMINE
a11126	BUPIVACAINE-LIDOCAINE
a11127	BUPIVACAINE; LIDOCAINE; TRIAMCINOLONE
a11129	DIPHENHYDRAMINE-LIDOCAINE
a11130	HYDROCORTISONE-LIDOCAINE
a11131	BACITRACIN; LIDOCAINE; NEOMYCIN; POLYMYXIN B SULFATE
a11134	LIDOCAINE-TRIAMCINOLONE
a11135	LIDOCAINE-METHYLPREDNISOLONE TOPICAL
a11136	LIDOCAINE-PROPOFOL
a11137	ALUMINUM HYDROXIDE; LIDOCAINE; MAGNESIUM HYDROXIDE; SIMETHICONE
a11138	EPINEPHRINE TOPICAL; LIDOCAINE; TETRACAINE TOPICAL
a11141	NEOMYCIN; POLYMYXIN B SULFATE; PREDNISOLONE
a11143	HYDROXYZINEPREDNISOLONE
a11146	GENTAMICIN OPHTHALMIC-PREDNISOLONE
a11151	ATROPINE; HYOSCYAMINE; METHENAMINE; METHYLENE BLUE; PHENYL SALICYLATE
a11154	ATROPINE; BENZOIC ACID; METHENAMINE; METHYLENE BLUE; PHENYL SALICYLATE
a11156	HYOSCYAMINE; METHENAMINE; METHYLENE BLUE; PHENYL SALICYLATE; SODIUM PHOSPHATE
a11157	METHENAMINE-SODIUM SALICYLATE
a11159	HYOSCYAMINE; METHENAMINE; METHYLENE BLUE; PHENYL SALICYLATE; SODIUM BIPHOSPHATE
a11162	PHENAZOPYRIDINE; SULFADIAZINE; SULFAMETHIZOLE
a11163	POLYMYXIN B SULFATE-TRIMETHOPRIM
a11165	ALPROSTADIL-PRAZOSIN
a11166	DORZOLAMIDE OPHTHALMIC-TIMOLOL
a11169	EPHEDRINE; GUAIFENESIN; PHENOBARBITAL; THEOPHYLLINE
a11173	EPHEDRINE; PYRILAMINE; THEOPHYLLINE
a11185	ASPIRINPHENOBARBITAL
a11186	ASPIRINPROPOXYPHENE
a11189	ASPIRINPHENYLPROPANOLAMINE
a11190	ASPIRIN; CAFFEINE; CINNAMEDRINE
a11198	ATROPINE; CHLORPHENIRAMINE; HYOSCYAMINE; PHENYLEPHRINE; PHENYLPROPANOLAMINE
a11202	ATROPINE-MORPHINE
a11204	ATROPINE; HYOSCYAMINE; PHENAZOPYRIDINE; SCOPOLAMINE
a11206	ALUMINUM HYDROXIDE; ATROPINE; HYOSCYAMINE; PHENOBARBITAL; SCOPOLAMINE
a11210	ATROPINE; BUTABARBITAL; HYOSCYAMINE; SCOPOLAMINE
a11213	ATROPINE; HYOSCYAMINE; KAOLIN; PECTIN; SCOPOLAMINE
a11216	BUPIVACAINE-TRIAMCINOLONE
a11235	AMMONIUM CHLORIDE; CHLORPHENIRAMINE; GUAIFENESIN; PHENYLEPHRINE; SODIUM CITRATE
a11249	CHLORPHENIRAMINE; HYOSCYAMINE; PHENIRAMINE; PHENYLPROPANOLAMINE; SCOPOLAMINE
a11252	CHLORPHENIRAMINE; ETHANOL; PHENYLPROPANOLAMINE
a11256	CHLORPHENIRAMINE; METHSCOPOLAMINE; PHENYLEPHRINE NASAL
a11257	CYTARABINEDAUNORUBICIN
a11258	DEXAMETHASONETRIAMCINOLONE
a11259	AMMONIUM CHLORIDE-DEXTROMETHORPHAN
a11261	AMMONIUM CHLORIDE; DEXTROMETHORPHAN; GUAIFENESIN; SODIUM CITRATE
a11265	DEXTROMETHORPHAN; ETHANOL; PHENYLPROPANOLAMINE
a11273	DEXTROMETHORPHANIODINATED GLYCEROL
a11274	DEXTROMETHORPHAN; DOXYLAMINE; ETHANOL; SODIUM CITRATE
a11278	ALUMINUM HYDROXIDE; DIPHENHYDRAMINE; MAGNESIUM HYDROXIDE; SIMETHICONE
a11279	ALOE VERATOPICAL; DIPHENHYDRAMINE; ETHANOL; ZINC ACETATE TOPICAL
a11280	DIPHENHYDRAMINE; HYDROCORTISONE TOPICAL; NYSTATIN TOPICAL
a11284	ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE
a11285	FLUOROURACIL; IRINOTECAN; LEUCOVORIN
a11286	FLUOROURACIL; LEUCOVORIN; OXALIPLATIN
a11287	FLUOROURACIL; MITOXANTRONE; VINCRISTINE
a11289	ASCORBIC ACID; ERGOCALCIFEROL; FOLIC ACID; VITAMIN A; VITAMIN E
a11291	CYANOCOBALAMIN; FOLIC ACID; PYRIDOXINE
a11292	ARGININE; CYANOCOBALAMIN; FOLIC ACID; PYRIDOXINE
a11293	BETAINE; CYANOCOBALAMIN; FOLIC ACID; PYRIDOXINE
a11294	CYANOCOBALAMIN-FOLIC ACID
a11296	ASCORBIC ACID; CARBONYL IRON; CYANOCOBALAMIN; FOLIC ACID
a11298	FOLIC ACID; MULTIVITAMIN; SODIUM CHLORIDE; THIAMINE
a11300	FOLIC ACID-MULTIVITAMIN
a11301	CALCIUM ACETATE; FERROUS GLUCONATE; FOLIC ACID; MULTIVITAMIN
a11303	FOLIC ACID-IRON POLYSACCHARIDE
a11305	BACITRACIN OPHTHALMIC; HYDROCORTISONE; NEOMYCIN; POLYMYXIN B SULFATE
a11306	COLISTIN SULFATE OTIC; HYDROCORTISONE; NEOMYCIN; THONZONIUM BROMIDE OTIC
a11315	INSULIN-INSULIN ISOPHANE
a11316	IPRATROPIUMLEVALBUTEROL
a11319	MANNITOL-PEMETREXED
a11320	AZACITIDINE-MANNITOL
a11321	MELPHALAN-PREDNISONE
a11322	ESTRADIOL; METHYLTESTOSTERONE; PYRIDOXINE; RIBOFLAVIN
a11325	NEOMYCIN-POLYMYXIN B SULFATE
a11327	HYDROCORTISONE TOPICAL; NEOMYCIN; POLYMYXIN B SULFATE
a11328	BACITRACIN TOPICAL; NEOMYCIN; POLYMYXIN B SULFATE
a11329	BACITRACIN OPHTHALMIC; NEOMYCIN; POLYMYXIN B SULFATE
a11330	BACITRACIN OPHTHALMIC; HYDROCORTISONE OPHTHALMIC; NEOMYCIN; POLYMYXIN B SULFATE
a11331	DEXAMETHASONE OPHTHALMIC; NEOMYCIN; POLYMYXIN B SULFATE
a11332	HYDROCORTISONE OTIC; NEOMYCIN; POLYMYXIN B SULFATE
a11333	CHLOROXYLENOL TOPICAL; HYDROCORTISONE OTIC; NEOMYCIN; POLYMYXIN B SULFATE
a11334	GRAMICIDIN OPHTHALMIC; NEOMYCIN; POLYMYXIN B SULFATE
a11343	DEXAMETHASONE OPHTHALMIC-NEOMYCIN
a11344	HYDROCORTISONE OTIC; NEOMYCIN; POLYMYXIN B OPHTHALMIC
a11345	NEOMYCIN-POLYMYXIN B OPHTHALMIC
a11350	ERGOCALCIFEROL; NIACIN; RIBOFLAVIN; THIAMINE; VITAMIN A
a11351	ASCORBIC ACID; ERGOCALCIFEROL; NIACIN; PYRIDOXINE; VITAMIN A
a11353	ASCORBIC ACID; DOCUSATE; ERGOCALCIFEROL; NIACIN; VITAMIN A
a11354	ASCORBIC ACID; NIACIN; RIBOFLAVIN; THIAMINE; VITAMIN E
a11355	CYANOCOBALAMIN; NIACIN; PYRIDOXINE; RIBOFLAVIN
a11356	ASCORBIC ACID; CYANOCOBALAMIN; NIACIN; PYRIDOXINE; RIBOFLAVIN
a11357	CYANOCOBALAMIN; NIACIN; PYRIDOXINE; RIBOFLAVIN; THIAMINE
a11358	ASCORBIC ACID; NIACIN; PYRIDOXINE; RIBOFLAVIN; THIAMINE
a11360	DEXPANTHENOL; NIACIN; PYRIDOXINE; RIBOFLAVIN; THIAMINE
a11361	NIACIN; PYRIDOXINE; RIBOFLAVIN; THIAMINE
a11365	ASCORBIC ACID; NIACIN; PYRIDOXINE; THIAMINE
a11368	CALCIUM LACTATE; CHOLINE BITARTRATE; NIACIN; SELENIUM
a11370	MULTIVITAMIN-NIACIN
a11375	BUTABARBITAL; PHENOBARBITAL; SECOBARBITAL
a11383	BELLADONNA-PHENOBARBITAL
a11392	DEXAMETHASONE TOPICAL; NEOMYCIN TOPICAL; POLYMYXIN B SULFATE
a11394	BACITRACIN TOPICAL-POLYMYXIN B SULFATE
a11395	BACITRACIN OPHTHALMIC-POLYMYXIN B SULFATE
a11396	DEXAMETHASONE OPHTHALMIC; NEOMYCIN OPHTHALMIC; POLYMYXIN B SULFATE
a11398	CHLORAMPHENICOL OPHTHALMIC-POLYMYXIN B SULFATE
a11400	DEXTRAN 1; HYDROXYPROPYL METHYLCELLULOSE OPHTHALMIC; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE
a11402	CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
a11403	DEXTRAN, HIGH MOLECULAR WEIGHT; HYDROXYPROPYL METHYLCELLULOSE OPHTHALMIC; POTASSIUM CHLORIDE; SODIUM BORATE TOPICAL; SODIUM CHLORIDE
a11405	CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
a11408	PREDNISONEVINCRISTINE
a11411	BENZTHIAZIDERESERPINE
a11413	VITAMIN A-VITAMIN E
a11415	ERGOCALCIFEROL; RIBOFLAVIN; THIAMINE; VITAMIN A; VITAMIN E
a11416	ASCORBIC ACID; VITAMIN A; VITAMIN E
a11418	ASCORBIC ACID; ERGOCALCIFEROL; VITAMIN A; VITAMIN E
a11419	ASCORBIC ACID; COPPER GLUCONATE; VITAMIN A; VITAMIN E; ZINC OXIDE TOPICAL
a11420	CYANOCOBALAMIN; PYRIDOXINE; RIBOFLAVIN; VITAMIN A
a11421	CYANOCOBALAMIN; PYRIDOXINE; RIBOFLAVIN; THIAMINE; VITAMIN A
a11423	ERGOCALCIFEROL; PYRIDOXINE; RIBOFLAVIN; VITAMIN A
a11424	ERGOCALCIFEROL; PYRIDOXINE; RIBOFLAVIN; THIAMINE; VITAMIN A
a11428	ASCORBIC ACID; ERGOCALCIFEROL; RIBOFLAVIN; VITAMIN A
a11429	ASCORBIC ACID; ERGOCALCIFEROL; RIBOFLAVIN; THIAMINE; VITAMIN A
a11431	ASCORBIC ACID; CHOLECALCIFEROL; FLUORIDE; VITAMIN A
a11432	ASCORBIC ACID; ERGOCALCIFEROL; VITAMIN A
a11433	ERGOCALCIFEROL-VITAMIN A
a11434	DEXPANTHENOL TOPICAL; ERGOCALCIFEROL; VITAMIN A; VITAMIN E TOPICAL
a11436	CHOLECALCIFEROL-VITAMIN A
a11437	ALLANTOIN TOPICAL; ALOE VERA TOPICAL; CALAMINE TOPICAL; CHOLECALCIFEROL; VITAMIN A
a11440	ASCORBIC ACID-VITAMIN E
a11441	CHOLECALCIFEROL-VITAMIN E
a11445	ASCORBIC ACID; CYANOCOBALAMIN; PYRIDOXINE; RIBOFLAVIN
a11446	ASCORBIC ACID; CYANOCOBALAMIN; PYRIDOXINE; RIBOFLAVIN; THIAMINE
a11447	CYANOCOBALAMIN; L-METHYLFOLATE; PYRIDOXINE; RIBOFLAVIN
a11448	CHOLINE; CYANOCOBALAMIN; INOSITOL; RIBOFLAVIN; THIAMINE
a11450	CHOLINE; INOSITOL; RIBOFLAVIN; THIAMINE
a11456	CYANOCOBALAMIN-PYRIDOXINE
a11457	CYANOCOBALAMIN; PYRIDOXINE; THIAMINE
a11458	PANCREATIN-PYRIDOXINE
a11461	MAGNESIUM OXIDE-PYRIDOXINE
a11465	CYANOCOBALAMIN-THIAMINE
a11471	CALCIUM CARBONATE; CALCIUM CITRATE; MAGNESIUM CITRATE; MAGNESIUM OXIDE
a11472	CALCIUM CARBONATE-CHOLECALCIFEROL
a11473	CALCIUM CARBONATE; MAGNESIUM GLUCONATE; MAGNESIUM OXIDE
a11474	ASCORBIC ACID; CALCIUM GLUCONATE; MAGNESIUM CARBONATE
a11475	ASCORBIC ACIDCALCIUM ACETATE
a11477	FLUORIDE-MULTIVITAMIN
a11479	CHONDROITIN; GLUCOSAMINE; MANGANESE SULFATE
a11482	SODIUM ACETATESODIUM CHLORIDE
a11484	BENZALKONIUM CHLORIDE TOPICAL; EDETATE DISODIUM; OCULAR LUBRICANT; SODIUM CHLORIDE; SODIUM PHOSPHATE
a11489	BENZALKONIUM CHLORIDE TOPICAL; DEXTRAN, HIGH MOLECULAR WEIGHT; HYDROXYPROPYL METHYLCELLULOSE OPHTHALMIC; SODIUM CHLORIDE
a11490	POTASSIUM CITRATE-SODIUM CHLORIDE
a11493	SODIUM CHLORIDE-STERILE WATER
a11496	GINGER; PANCREATIN; PAPAIN TOPICAL; SODIUM BICARBONATE
a11499	CITRIC ACID; POTASSIUM BICARBONATE; SODIUM BICARBONATE
a11500	GLYCERIN TOPICAL; PHENOL TOPICAL; SODIUM BICARBONATE; SODIUM BORATE TOPICAL
a11501	SODIUM BICARBONATE-SODIUM CHLORIDE NASAL
a11502	MAGNESIUM SULFATE-PROMETHAZINE
a11508	AMMONIUM CHLORIDE-CAFFEINE
a11509	AMMONIUM CHLORIDE-SODIUM CITRATE
a11511	ALOE VERA TOPICAL; CYSTEINE; GRAPE SEED OIL; MULTIVITAMIN; SELENIUM
a11513	CHOLINE; INOSITOL; METHIONINE
a11518	CONJUGATED ESTROGENS-PROGESTERONE
a11520	NYSTATIN-TRIAMCINOLONE
a11522	CAMPHOR TOPICAL-TRIAMCINOLONE
a11523	NYSTATIN TOPICAL-TRIAMCINOLONE
a11524	EDETATE DISODIUM-UREA TOPICAL
a11526	CHLOROPHYLLIN COPPER COMPLEX TOPICAL; PAPAIN TOPICAL; UREA TOPICAL
a11529	EPINEPHRINEPILOCARPINE
a11546	BENZALKONIUM CHLORIDE TOPICALEDEDETATE DISODIUM
a11549	EDETATE DISODIUM-RIFAXIMIN
a11550	SODIUM POLYSTYRENE SULFONATE-SORBITOL
a11551	GUAIFENESIN; PHENIRAMINE; PHENYLPROPANOLAMINE; PYRILAMINE
a11555	DIHYDROCODEINEPHENYLPROPANOLAMINE
a11556	PROMETHAZINEPSEUDOEPHEDRINE
a11558	NAPHAZOLINE OPHTHALMIC-PHENIRAMINE
a11559	OXYMETAZOLINE NASAL-TETRACAINE TOPICAL
a11560	NAPHAZOLINE NASAL; PHENYLEPHRINE NASAL; PYRILAMINE
a11567	BENZOCAINE TOPICAL; CHLOROXYLENOL TOPICAL; RESORCINOL TOPICAL; SALICYLIC ACID TOPICAL
a11568	BENZOCAINE TOPICAL-TRICLOSAN TOPICAL
a11576	ANTIPYRINE OTIC-BENZOCAINE TOPICAL
a11579	ANTIPYRINE OTIC; BENZOCAINE TOPICAL; GLYCERIN OTIC
a11580	BENZOCAINE TOPICAL; CALAMINE TOPICAL; CAMPHOR TOPICAL; MENTHOL TOPICAL
a11585	BENZOCAINE TOPICAL-RESORCINOL TOPICAL
a11590	ETHANOL; HOMATROPINE; OPIUM; PECTIN
a11592	ALUMINUM HYDROXIDE-SIMETHICONE
a11608	BALSAM PERU TOPICAL; BORIC ACID TOPICAL; CASTOR OIL; PETROLATUM TOPICAL; ZINC OXIDE TOPICAL
a11610	BARIUM SULFATE-BISACODYL
a11611	DOCUSATE-MINERAL OIL
a11612	GLYCERIN TOPICAL; HYDROCORTISONE TOPICAL; MINERAL OIL; PETROLATUM TOPICAL
a11613	ALLANTOIN TOPICAL; CAMPHOR TOPICAL; LANOLIN TOPICAL; MINERAL OIL; PHENOL TOPICAL
a11614	MINERAL OIL-PETROLATUM TOPICAL
a11615	LANOLIN TOPICAL; MINERAL OIL; PETROLATUM TOPICAL
a11620	COLLOIDAL OATMEAL TOPICAL-MINERAL OIL
a11621	AMMONIUM LACTATE TOPICAL-MINERAL OIL
a11623	BREWER'S YEAST-MINERAL OIL
a11627	CHARCOAL-IPECAC
a11630	HAEMOPHILUS B CONJUGATE VACCINE (OBSOLETE)-HEPATITIS B VACCINE
a11631	DIPHTHERIA TOXOID; HAEMOPHILUS B CONJUGATE VACCINE (OBSOLETE); PERTUSSIS, ACELLULAR; TETANUS TOXOID
a11632	HEPATITIS A VACCINE (OBSOLETE)-HEPATITIS B VACCINE
a11636	CHYMOTRYPSIN OPHTHALMIC; NEOMYCIN TOPICAL; TRYPSIN TOPICAL
a11637	CHYMOTRYPSIN OPHTHALMIC-TRYPSIN TOPICAL
a11640	COAL TAR-SALICYLIC ACID TOPICAL-SODIUM HYALURONATE OPHTHALMIC
a11641	BORIC ACID TOPICAL-ETHANOL
a11644	ALUMINUM SULFATE TOPICAL; BORIC ACID TOPICAL; CALCIUM ACETATE TOPICAL
a11645	DEXTRAN 1-HYDROXYPROPYL METHYLCELLULOSE OPHTHALMIC
a11646	DEXTRAN, LOW MOLECULAR WEIGHT-HYDROXYPROPYL METHYLCELLULOSE OPHTHALMIC
a11647	CHLORHEXIDINE TOPICAL-SILVER SULFADIAZINE TOPICAL
a11648	CHLORHEXIDINE TOPICAL-ISOPROPYL ALCOHOL TOPICAL
a11649	CHLORHEXIDINE TOPICAL-OCULAR LUBRICANT
a11651	ALOE VERA TOPICALBENZOYL PEROXIDE TOPICAL
a11654	FLUOCINOLONE TOPICAL; HYDROQUINONE TOPICAL; TRETINOIN
a11657	BENZALKONIUM CHLORIDE TOPICAL; CHLOROXYLENOL TOPICAL; HYDROCORTISONE TOPICAL; PRAMOXINE TOPICAL
a11660	ETHANOL-SALICYLIC ACID TOPICAL
a11662	ALLANTOIN TOPICAL-SALICYLIC ACID TOPICAL
a11664	ALUMINUM SULFATE TOPICAL; CAMPHOR TOPICAL; LACTOBACILLUS ACIDOPHILUS; MENTHOL TOPICAL; SALICYLIC ACID TOPICAL
a11667	ISOPROPYL ALCOHOL TOPICAL; SALICYLIC ACID TOPICAL; SODIUM THIOSULFATE TOPICAL
a11670	COLLOIDAL OATMEAL TOPICAL; SALICYLIC ACID TOPICAL; SULFUR TOPICAL
a11671	LACTIC ACID TOPICAL-SALICYLIC ACID TOPICAL
a11674	TANNIC ACID TOPICAL-THIMEROSAL TOPICAL
a11684	BENZALKONIUM CHLORIDE TOPICALBROMFENAC
a11685	BENZALKONIUM CHLORIDE TOPICAL-CYANOCOBALAMIN NASAL
a11686	ALBUMIN HUMAN-PACLITAXEL
a11687	IODINE-IOPAMIDOL
a11688	DIATRIZOATE-IODINE
a11689	DEXTRAN 1-METHYLCELLULOSE
a11692	AMYLASE; LIPASE; PROTEASE
a11693	AMYLASE-PAPAIN TOPICAL
a11697	NAPHAZOLINE NASAL-PHENIRAMINE
a11702	CHOLECALCIFEROLMULTIVITAMIN
a11703	CALCIUM ACETATE-CHOLECALCIFEROL
a11705	CALCIUM ACETATE-MULTIVITAMIN
a11706	CETYLPYRIDINIUM TOPICAL-ETHANOL
a11707	CETYLPYRIDINIUM TOPICAL; ETHANOL; MENTHOL TOPICAL
a11714	MICONAZOLE TOPICAL; PETROLATUM TOPICAL; ZINC OXIDE TOPICAL
a11715	MENTHOL TOPICAL-ZINC OXIDE TOPICAL
a11717	BETAMETHASONE TOPICAL-CLOTRIMAZOLE TOPICAL
a11721	HYDROCORTISONE TOPICAL-NYSTATIN TOPICAL
a11724	BACITRACIN TOPICAL; NEOMYCIN TOPICAL; POLYMYXIN B OPHTHALMIC
a11726	ACETIC ACID TOPICAL-ALUMINUM ACETATE TOPICAL
a11727	ACETIC ACID TOPICAL-HYDROCORTISONE OTIC
a11728	ACETIC ACID TOPICAL-CHLOROXYLENOL TOPICAL
a11730	BUDESONIDE NASAL-FORMOTEROL
a11731	CAMPHOR TOPICAL; MENTHOL TOPICAL; PETROLATUM TOPICAL
a11732	LANOLIN TOPICAL-PETROLATUM TOPICAL
a11733	LACTOBACILLUS ACIDOPHILUS-PECTIN
a11738	CAMPHOR TOPICAL; MENTHOL TOPICAL; PHENOL TOPICAL
a11741	CAMPHOR TOPICAL; MENTHOL TOPICAL; METHYL SALICYLATE TOPICAL
a11745	BENZYL BENZOATE TOPICAL-HYDROCORTISONE OTIC
a11748	BACITRACIN TOPICAL-POLYMYXIN B OPHTHALMIC
a11750	CHLOROXYLENOL TOPICAL; HYDROCORTISONE OTIC; PRAMOXINE OTIC
a11756	CAPECITABINE-OXALIPLATIN
a11757	ASCORBIC ACID-CRANBERRY
a11759	CETEARETH; DIMETHICONE; GLYCERIN TOPICAL; HYALURONIC ACID
a11760	CHLORPHENIRAMINE; GUAIFENESIN; HYDROCODONE; PHENYLALANINE; PSEUDOEPHEDRINE
a11761	MANNITOL; PHENYLALANINE; SELEGILINE
a11763	CARBOMER 940-ISOPROPYL ALCOHOL TOPICAL
a11764	DIPHTHERIA TOXOID; PERTACTIN; TETANUS TOXOID
a11765	HYDROCORTISONE TOPICAL-LIDOCAINE
a11768	ACETAMINOPHEN; ETHANOL; GLYCERIN; HYDROCODONE; PARABENS
